36
1	-16.15
2	-13.75
3	-10.4
4	-6.45
5	-1.15
6	1.4
7	6.4
8	5.7
9	1.75
10	-6.0
11	-14.05
12	-19.2
13	-19.25
14	-13.65
15	-12.55
16	-5.8
17	-1.5
18	1.5
19	4.4
20	3.85
21	1.05
22	-5.75
23	-12.35
24	-16.85
25	-19.4
26	-14.6
27	-12.35
28	-7.1
29	-1.25
30	1.9
31	4.7
32	4.45
33	0.45
34	-7.0
35	-14.3
36	-17.35
