1	31
DEPTH	TEMP
0	-1.3703444
0.5	-0.36640382
1	-0.0040742145
1.5	-0.13214731
2	-0.37603977
2.5	-0.7852558
3	-1.1132237
3.5	-1.3707083
4	-1.5686464
4.5	-1.7180742
5	-1.8295673
6	-1.9728562
7	-2.0584984
8	-2.1168082
9	-2.159519
10	-2.1804256
12	-2.1919131
14	-2.195694
16	-2.1925435
18	-2.183389
20	-2.1691704
30	-2.044872
40	-1.8817871
50	-1.711218
60	-1.5481569
70	-1.4003593
80	-1.2725224
90	-1.1654187
100	-1.0786499
110	-1.0118281
120	-0.96486795
