1	31
DEPTH	TEMP
0	-2.9823987
0.5	-2.1565044
1	-1.574238
1.5	-1.2403724
2	-1.1247288
2.5	-1.219366
3	-1.4370074
3.5	-1.6813204
4	-1.9098194
4.5	-2.1064115
5	-2.2669687
6	-2.4871051
7	-2.6050363
8	-2.6595135
9	-2.6798193
10	-2.6835344
12	-2.679305
14	-2.6690516
16	-2.6540077
18	-2.634571
20	-2.6111345
30	-2.4503236
40	-2.258873
50	-2.061862
60	-1.8724713
70	-1.6987535
80	-1.5471711
90	-1.4201748
100	-1.3185788
110	-1.2426717
120	-1.1926602
