1	31
DEPTH	TEMP
0	-0.56807995
0.5	-0.036569674
1	-0.0039370623
1.5	-0.08192191
2	-0.24252383
2.5	-0.49492076
3	-0.6811004
3.5	-0.8201658
4	-0.92683053
4.5	-1.0120639
5	-1.0834047
6	-1.2001586
7	-1.2953385
8	-1.3738135
9	-1.4385351
10	-1.4743733
12	-1.5018418
14	-1.5251564
16	-1.5449214
18	-1.5616223
20	-1.5756396
30	-1.6126245
40	-1.6080476
50	-1.5740889
60	-1.522236
70	-1.4607766
80	-1.3966427
90	-1.3338169
100	-1.2755084
110	-1.2244292
120	-1.182497
