1	31
DEPTH	TEMP
0	-0.95836973
0.5	-0.24900329
1	-0.003942151
1.5	-0.109283835
2	-0.332814
2.5	-0.7062956
3	-1.002798
3.5	-1.2350534
4	-1.4150841
4.5	-1.5541633
5	-1.6623461
6	-1.815769
7	-1.9235158
8	-2.0066118
9	-2.072691
10	-2.107787
12	-2.131775
14	-2.1478798
16	-2.1571324
18	-2.1605444
20	-2.1590235
30	-2.0973465
40	-1.987695
50	-1.8583081
60	-1.7251076
70	-1.5974975
80	-1.4824992
90	-1.3829297
100	-1.3001845
110	-1.2352319
120	-1.1888084
