36
1	-16.0
2	-13.5
3	-10.1
4	-5.85
5	-0.8
6	1.75
7	6.65
8	5.95
9	2.1
10	-5.6
11	-13.75
12	-18.8
13	-19.0
14	-13.35
15	-12.2
16	-5.25
17	-1.25
18	1.8
19	4.65
20	4.1
21	1.45
22	-5.4
23	-12.0
24	-16.4
25	-19.2
26	-14.3
27	-12.0
28	-6.55
29	-0.95
30	2.2
31	4.95
32	4.7
33	0.85
34	-6.6
35	-13.95
36	-16.85
